32, 0121
33, 0201
34, 0107
35, 0118
38, 0105
39, 0106
43, 0915
44, 0916
48, 0907
49, 0104
52, 0909
53, 0303
55, 0404
59, 0608
60, 0606
62, 0601
65, 0605
74, 0704
75, 0705
77, 0701
79, 0706
54, 0107
46, 1001
47, 1001
85, 0706
76, 0706
73, 0704
41, 1002
42, 1003
36, 0118
37, 0118
51,  0104
40, 0107
45, 1001
